,text,class
814,"No se porque pongo ahora la carita triste pero me parece mas cuqui todo con ella 
","N
"
815,"@nightmareoscura ala  pues te apruebo con clases y trabajos extra!
","N
"
816,"Quiero abrazar a todos los gatitos bebés del mundo 
","N
"
817,"@casadelfutbol Menuda 2ª  eh ¡¡..  Bueno, siempre la podremos ver, por @vodafone_es @orange_es @telecable_AS ..
","N
"
818,"@mymayabee @GernikaTheMovie Un grande! Yo le veré por la mañana en la rueda de entrevistas que compartiremos  Será divertido
","NEU
"
819,"En versión extendida. 4 horas. Y no vamos ni por la segunda 
","N
"
820,"@CaoAbel FUMAÍTO VIVO. Jajajajajaja si estuviera contigo te contaba Abelito... 
","NONE
"
821,"@LadyAlmaMeow por que me sacas los trapos sucios irene  tu qué ,no tienes nada que hacer los dias de semana por la mañana?
","NEU
"
822,"@MariaMG721 @Clomatik es GENIAL. Jugué a la segunda parte Last Window pero no me gustó ni la mitad 
","P
"
823,"@gamusino si algún día quieres echar una ojeada al plan de transportes de Madrid de 1988 ya sabes 
","N
"
824,"@Migferdi en toda España ahora mismo 
","N
"
825,"@YasminAlbolopez @PabloLopezMusic buena nana para dormir 
","N
"
826,"@princess_leonor te mando un abracito amoroso Gronkgirl  ponte a tope q tenemos a los Cardinals encima  un besote guapetona
","P
"
827,"@LauuuuGarcia @Alvaro_bn8 Ahora estoy en cama modo puta vida  mañana si eso
","N
"
828,"Esta semana estoy de vacaciones, mañana o pasado os publico un vídeo y el domingo directo como siempre 
","N
"
829,"@jaumerigo @Lito_Santana pobre @visentiko22 ...le habrá dejado la mano roja de agarrarle tan fuerte 
","N
"
830,"@MaryJaneWords cierto amiga mía, qué bonito saber de t gracias por estar siempre, te siento ya una buena amiga 
","P
"
831,"Mi anterior bio también hablaba de #volar y esta noche ellos -y Twitter- me lo recuerdan...   #SoisGrandes 😘 https://t.co/gHLYPlPOwo
","N
"
832,"@JuanVillah @navedelmisterio Increíble recreación Juan, me ha retrotraido al día que lo visité!! 
","N
"
833,"@martin_h155 @BorjaBlueEyes untodo y untado, como la mantequilla 
","N
"
834,"Ufff, que rabia da que pongan los conciertos entre semana. EXISTE CLASE, VALE? 
","N
"
835,"Ahora tengo depresión nocturna, ¿dónde está el chocolate negro cuando se necesita? 
","NONE
"
836,"La gente de mi nuevo piso es bien buen pedo 
","N
"
837,"@Bunnlock Joe  A mí me duran mazo pero sí que pensé en pillarme un primer para otros que no me vayan tan bien 
","N
"
838,"@bunkerw9 @SoyElInsolente @REMUR08 @ArantxaGata @Nerea_RMCF93 @_ju1_ Para explicar lo de los 6M nos pondrá el profe documental de Youtube 
","NEU
"
839,"@TheWarkloud o compra fundas de móvil transparentes y las pintas como una pokebola y hazes una pagina web donde las puedas vender 
","N
"
840,"@pizzimiau pues deberías conocer las del Ojeando, eso si que es duro duro 
","N
"
841,"espero que no soñéis conmigo vaya palo no 
","P
"
842,"Quisiera tener suficiente dinero para ayudara la gente y aún así poder ir a algún Open, cualquiera 
","N
"
843,"@GiorgioJater tenía pensado cuando me quitase este ponerme unos de kpop  a la siguiente contigo lindo
","N
"
844,"De esto que sueñas que estás comiendo poutine, te despiertas, ves que no hay poutine y quieres llorar  Pocas cosas echo más de menos
","N
"
845,"Malos días  me vuelvo de bcn y paul acaba de irse a trabajar 💔
","N
"
846,"@themelodichxc PERO TU LEES MIS TWEETS? EL 95% SON COSAS SIN SENTIDO  (pero lo tuyo iba en serio, sin coñas jo)
","N
"
847,"@Alexflgrt por favor, en serio, stop con darme envidia 
","NEU
"
848,"Es que Hannon en este capitulo me da peni por que es super cute socorro.  Bett es tonta. 😒
","N
"
849,"@juamondob pues eliges bien lo poco que ves entonces querido amigo 
","P
"
850,"😝💃🏾 no entiendo la mitad de tus tweets porque no los pones en castellano  jajajajaja no te conozco pero pareces buena gente
","N
"
851,"Teníamos otro genial pero mi móvil decide que el vídeo se suba mal para que no se oiga bien y 
","P
"
852,"Puede alguien acostumbrarse en 4 noches a algo? Porque me acostumbré a no dormir sola y ahora se extraña demasiado 
","N
"
853,"@OjcarQuezo eres un grande, la mayoría de gente no sabe diferenciarlos y es muy sad 
","N
"
854,"@Iberia Lo del podio para darle el premio es más cómico que la diferencia de altura, que la tenemos todos 
","N
"
855,"@msubiron más que madre mía padre mío  que no me ha dejado descansar pero bueno es lo que hay 
","N
"
856,"Podemos asignar como basurero municipal la casa del alcalde 
","NEU
"
857,"@TheLordTomahawk tengo que hablar todavía con las librerías pero a ver si cae la primera este mes ya  @KILLYTokio
","P
"
858,"@bicivici Hola! El próximo miércoles estaremos en BCN en un evento al que nos gustaría invitaros ¿Nos seguís y os contamos los detalles? 
","NONE
"
859,"@ojoazor  Buenos días Pere. Feliz lunes. 
","P
"
860,"@Vincci_Hoteles @OrgullodeMalaga Muy buenos días  Por cierto, ¡muy buena la foto!
","P
"
861,"@TonyAguilarOfi Ojalá mi Robbie Williams... Sería ideal teniendo una nueva era al caer. O Take That! 
","P
"
862,"@Mypadel_... ¡¡No dejes pasar esta gran oportunidad!! Recuerda... Click Play!!! 
","P
"
863,"@TheWorldKats @MARGAMBANDE @ArrizGolden ¡Gracias por acompañarnos! Fue una gran noche 
","P
"
864,"Nota menta las felicitaciones automatizadas en LinkedIn cantan mucho cuando te llegan todas a la vez  
","P
"
865,"@pilacutre y yo seguire sin estudiar ciencias politicas porque a mi madre le parece maña idea pero  
","N
"
866,"¿Aprender Motion Graphics en #Barcelona sin que me cueste un riñón es posible? ¿Alguien conoce algún sitio? 
","N
"
867,"@Tvecinofavorito Capitán américa, hipervitaminado, te he dicho ya que hoy no estoy feliz contigo? 
","P
"
868,"@JuanaPortugal2 @dianagonzalez @alvarogaitas @aele_ ¡Igualmente! Seguimos compartiendo por aquí  Buen lunes a todos.
","P
"
869,"@Alyce_3X @Nortexpres @gorka__urtaran Sólo quiero que le pique un poco las pulgas como a mis perros, nada malo  LIMPIA LA CIUDAD YA!!!!
","N
"
870,"Primer paciente postvacaciones y falla  hoy va a ser un día poco productivo
","N
"
871,"@keirzar @YouTube si pasa lo de la ultima vez te mato y listo 
","NEU
"
872,"@Perlalegitima Es una buena forma de dar la bienvenida a mi casa 
","NONE
"
873,"@ConBdeBurgos En verdad si, así hago algo productivo con mi vida. 
","N
"
874,"@AtopeF1 @alo_oficial en 2015 mejor tiempo en Q 1.26.154 frente al 1.23.273 de este año esa es la mejora  HAM  bajó 1.24.251al 1.21.135
","N
"
875,"@hippisystem @greenjoing claro jeje lo que sea será, siempre ahí que ser positivo y tener una sonrisa 
","P
"
876,"@Stellone_Cthun al volante, peligro constante. Enhorabuena 
","N
"
877,"@deshalott fui durante 11 años comercial de una multi discográfica y trabajé con Fnac. Sé lo digo. 
","P
"
878,"@Albertoasturian A ver si me cuenta un buen sitio para comer en Bakio que en breve estaré ahí. 
","P
"
879,"""Uno muere con esos labios y esa mirada que tienes estando tan cerca eh 🙈☺️"" ""Ummm y dándote besos"" me dice, PERO A VER 
","N
"
880,"@TioPtra cada vez que la escucho es como si fuera la primera vez y ese ""nothing really matters"" to me del final me mata 
","N
"
881,"Gracias a @CursillosMadrid  por esa acogida en la reunion de la JMJ. Allá donde vayas cursillos tiene gente maravillosa.  DE COLORES!
","P
"
882,"@erika_boje Sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo 
","P
"
883,"@josealcaide96 esta claro, y ya si te callas disfrutare el doble 
","NEU
"
884,"@clockworkfeiry yo solo siento amor por mi mansión victoriana, esa que espero tener algún día 
","N
"
885,"Es increíble. Me acaban de censurar en Facebook una noticia de @el_pais sobre la censura en Facebook. Y me preguntan si estoy satisfecho 
","N
"
886,"Un beso para todos los luchadores de #PAP108, y para ese equipazo de locas al microfono @Mar_Montoro @SaraGL84 y @pabloguerola! Kisses 
","N
"
887,"Casi siempre me hacen fotos sola y quiero fotos cuquis con gente 
","N
"
888,"Algún día entenderé porque siempre me habla gente demasiado rara 
","N
"
889,"@citarodriguez_ si, os dejo llamarme inculta, NO LO SABÍA VALE? 
","N
"
890,"@Kitiara80s Le conozco yo también  Bueno, hace igual un par de años que no le veo 
","P
"
891,"@__mimmy lo he visto en snap y mira, porque tengo el PC apagado y estoy en cama que si no 
","N
"
892,"@_Democrazy_ 💖💖💖 hombre es que no tengo derecho ninguno a sacarlo de su hábitat natural por el capricho de que me parezca bonito 
","P
"
893,"@FutbolMediaset que no es, la roja¡¡¡¡ la roja, es CHILE¡¡¡  Es la @SeFutbol ... 
","NONE
"
894,"@emanoluz pues te propongo un cambi yo te regalo un poco de mi calor y tú un poquito también de ese frío  un poquito de tu Argentina
","N
"
895,"@CsCValenciana Hay que hacer algo contra los Incendios Forestales, ya basta, estamos jodidos. 
","P
"
896,"@Zaifer4 hahahaha jo, qué agresiva... Normalmente soy yo el filósofo y tú la del humor no? 
","P
"
897,"Iba a decir otra cosa peero si digo lo que siento, me detienen 
","N
"
898,"Casi me entrevistan para La sexta. Digo casi porque me daba vergüenza  así que como mucho apareceré por detrás.
","N
"
899,"@drivteda el mio a un poco más de 1km de donde me deja el urbano, pero es todo cuesta arriba 
","N
"
900,"Era lógico quel DJ del Reggaeton de Mae West no pusiera la canción de La Tentación, tanto la del Lobo como la del Kokodrilo. Desepsión 
","P
"
901,"@paroxia @fallodesistema jope. Quién compondrá ahora esas magníficas canciones? bueno, nos quedan LOS NINTENDOS 
","NONE
"
902,"@pasku1 pero interesante...  muy interesante el ensayo sobre arte y  artesania
","P
"
903,"7 bulbasaur he conseguido y ninguno con buenas estadisticas... 
","NONE
"
904,"@pasku1  lo has leído?  Promulga un socialismo utópico con bases en el decrecimiento y en el arte como parte fundamental del trabajo... 
","NONE
"
905,"@JezuUPR Ya ya, solamente digo que sin conocerte y poniéndome eso... es muy fácil tomárselo mal  Un saludo y tranqui! 
","N
"
906,"Shay Mitchell es tan guapa que me entran ganas de LLORAR cada vez que la veo 
","P
"
907,"@Cris_Potterhead de verdad, ya sé que no nos hemos visto en persona, pero q si te quedas más tranquila, yo voy contigo un día de estos 
","NEU
"
908,"Cuando son las 3:09 de la boche y todo el mundo esta durmiendo  y derrepente @WarriorViolinis aparece 
","N
"
909,"Yo no me la juego con las mierdas de la suerte, ya tengo muy mala suerte como pa jugarmela 
","N
"
910,"Lo peor de estar malo y tirarse toooooodo el día durmiendo es que ahora por la noche no me duerme ni el tato...   
","N
"
911,"@Jgarciagar Ánimo, Jorge. Piensa en tus nuevas víctimas 
","N
"
912,"@riendja lo mismo aquí  ya me he hecho café y tostadas porque total.
","N
"
913,"@AlberteLpz @change_es El rey reina pero no gobierna. No puede hacer nada, de ahí la inútil e injusta existencia de su cargo. 
","P
"
914,"Me pongo al día con Re:zero en dos días y medio y ahora me dejan una semana intrigado por el final del capitulo. Esto no se hace eh 
","N
"
915,"@Lenavg3 @Untedeletras es muy cuqui. Si te gusta, comprarlo y listo 
","N
"
916,"@cyboruga @VolConfodere Creo que es eso, de todos modos, DEBERÍAS LEER EL MANGA, ES MUYYYYYYYYYY BUENO 
","N
"
917,"@gabyandersengz @Pergat097 bueno, si las plantillas de lo permiten claro 
","NEU
"
918,"😻 no se por qué me mandas esto si ya sabes todo jaaaaa pero bueno que te echo de menos y  ojalá veas pronto a Álv y a los chicos
","P
"
919,"no me deis confianza que luego os digo las cosas muy claras y os jode 
","N
"
920,"me cago en dios ya no soy teen el cumpleaños más triste de mi vida 
","N
"
921,"La verdad esque por YT he hecho cosas malas y me arrepiento y pido perdon pero pff 
","N
"
922,"Vuelta al trabajo con regalitos!! Mudanza de ofi y 1251 emails! #agotador! Lo malo? No tengo sueño 
","N
"
923,"@chescuredo muchísimas gracias a vosotros por venir y por el cariño! Mucha mierda con Priscila 
","N
"
924,"#DietasAExamen es TT #1 en España. Muchas gracias a todos por vuestros comentarios y apoyo 
","P
"
925,"@kraulot hahahaha yo aquí esperando impaciente 
","P
"
926,"@hickkey_ no llores  eres demasiado feilla como para permitirte que te vean llorando encima (si me das UF lo entenderé) sorry.
","NONE
"
927,"@SamuFurukawa  ""chatarra"" es a lo que llamas piezas de misiles de alta gama, bombas, cohetes, todas diseñadas por él 
","NEU
"
928,"Es que por las noches en mi cuarto y mi sobremesa me angustio sabéis  Me vengo al sofá con el portátil y el ventilador y eso
","N
"
929,"@jaicab_ @nabaroa o al menos pasad fuentes! Yo estoy viendo para reciclarme un poco 
","N
"
930,"@FulgenLison Hay que echarle arroz. Y preparar un buen sofrito. Los ingredientes ya están a punto 
","P
"
931,"Ayer hice un pedido a Asos y hoy ya hay cosas nuevas que quiero 
","N
"
932,"@theinksanity no es para tanto  hola los soprano, hola mad men, hola utopía
","NONE
"
933,"@Wangallego_ bueno en el tweet no ponía gente nueva que no sea de Málaga 
","N
"
934,"@Vicky_Kujikawa Jejeje te has explicado muy bien, tranqui, y si prefieres hablar por otro sitio, lo hacemos  Pues Sue la ""reservaron"" +
","P
"
935,"Ojala no me diese miedo aprender a usar a aurelion y tener malas partidas con el Pero me pongo tan sad cuando lo hago mal que 
","N
"
936,"@OneGreenPiece sigue siendo cruel  pero ahora la víctima eres tu
","NONE
"
937,"@SamuFurukawa + radiación gamma cree a un ser monstruoso verde o que existan los dioses de otros mundos 
","P
"
938,"@LiveRockShooter yo es que vi todos los episodios enteros como una peli, en parte me arrepiento porque quería pasármelos pero ya  mencanta
","N
"
939,"Oye yo me voy a dormir, sois todos súper bonitos, me ha encantado conocer gente tan maja hoy, buenas noches 
","N
"
940,"@enchapelaa @Alrona94 sii Alfonso siempre, bueno si vas a ese evento ya dice mucho de ti, encantado 
","N
"
941,"hoy he muerto entrenando y eso que he pinchado en la segunda tanda de carrera continua 
","N
"
942,"@PimPamPlay Y son más de las 5 de la mañana! Y encima mañana vuelve a ser día de grabación.. todo sea por dejar todo preparado 
","N
"
943,"@rlenrm No lo sabía y me hace mucha ilusión. Muchas gracias, buenos días 
","P
"
944,"Intentar rescatar un gato que alguien irresponsable abandonó y que antes de que lo consigas se lo coma el pitbull de tu vecino. #jodid@ 
","N
"
945,"@gdarkheaven jopelines  no m dices cosas bonitas
","P
"
946,"Aah ya... Porque @fran_gilperez es el ser más rastrero, egoísta, infantil y GILIPOLLAS que existe en el mundo 
","N
"
947,"@Cris_Potterhead y a veces la aguja de análisis es peor para los moratones y el dolor que la de donar sangre, te recomiendo que NO mires 
","N
"
948,"Buenas noches @_BeaMartinez_ ya tenemos ganas de verte el miércoles 😻 te queremos!! sí te tengo abandonada jo  te echo de menos 💜
","N
"
949,"@iamlouderniall esa época podía haber empezado el finde pasado que John Newman estaba en Pucela loka 
","N
"
950,"@kevinmancojo El problema es poder sobrevivir y convertirlo en un trabajo rentable que no me mate a largo plazo 
","P
"
951,"Y he de aclarar que el anterior comentario es la vice directora de mi instituto 
","N
"
952,"@stripedmac uf ......quién se atreve a juzgar .....yo me voy a dar una ducha fría  
","N
"
953,"me duele el alma, estoy súper orgullosa de todxs tío #Radiotubers1 
","N
"
954,"@martindonato para una isla de calor en medio de la huerta, está bien ¿no?  
","N
"
955,"@Marialumbreras @Rredhaired Eso toca mañana. Hoy me sentía incapaz 
","P
"
956,"@FlucksaurGW2 ya pero es que antes el juego iba peor si no tenia el cargador enchufado 
","N
"
957,"@musicoloko7cuando nos ves tú es señal inequívoca que el objetivo de defender al club lo estamos llevando a cabo con éxito 
","NEU
"
958,"@ItzJares Buen clan, espero que llegue lejos. 
","P
"
959,"Dormir 3 horitas es lo ideal antes de irse de viaje 
","N
"
960,"@LukasAmico @frankpornolover jaja, no lo se pero como no vivo de eso, tengo el privilegio de decir lo que opinio  A ver si nos vemos !!!
","P
"
961,"@Lala_Sylvanas si lo han hecho con su hermana... Algo me dice que en la próxima e cae 
","NEU
"
962,"Mi hermana se ha adueñado del portátil y no puedo terminar la serie ni hacer nada 
","N
"
963,"Nuestra familia Ahgase de Whatsapp ha superado los 100 miembros, eso dice mucho de lo unido que está el fandom 
","P
"
964,"@JulenHernandez @YouTube me super encanta el estudio esta perfecto!!! 
","P
"
965,"no me preguntéis por qué cojo así los móviles para hacerme selfies, no lo sé ni yo pero es hiper cómodo 
","N
"
966,"@90minuts @Garay_24 si señor, la guinda perfecta  #preguntagoolbridge
","P
"
967,"@jordimirobruix vaya  Yo lo he probado muy poquito y me ha parecido que iba fluido.
","N
"
968,"El colmo de tener que madrugar y tardar en quedarte dormido, o perderte en los mundos de la lectura 
","N
"
969,"Me he quedado toda rayada cuando no veía con las gafas. Tenía puestas las lentillas 
","NONE
"
970,"@javi_LA No soy gorefag  Salgo con alas, como las compresas (?
","P
"
971,"@lunasyney no puedo meterme con el IX porque su diseño es precioso y porque lo que jugué antes de perderme y dejarlo me encantó 
","N
"
972,"Estoy llorando cn el trailer d Cuestion d tiempo y Vane m va a poner la pelicula, bonita noche m espera 
","N
"
973,"@RosaMLarrondo @eduardosuarez Sí, es como si hubieran estirado hacia arriba una de sus esquinas. Mola mucho. Siempre hay cosas nuevas... 
","N
"
974,"@DavidRm9  HAHAHAH Pues yo quiero una distracción así (??) 
","N
"
975,"@menanuri @tinoroso @saulCiudadanos @mgcejas @fpasc @CiudadanosCs al lado de Mel súper pareja 
","N
"
976,"@tinoroso @CarlosSosa_ @saulCiudadanos @mgcejas @menanuri @fpasc de derecha profesión liberal y sin incompatibilidad Jejjee 
","N
"
977,"@tinoroso @CarlosSosa_ @saulCiudadanos @mgcejas @menanuri @fpasc los de izq funcionarios porque si hablan en el trabajo normal ... Uff 
","P
"
978,"qué hago yo una hora y media sola en el tren  la que estoy liando pa irme sólo dos días iyo
","N
"
979,"@Arturopdelucia @abelmonfort @DircomSpain @ESICMadrid @CE4reputation Querido Arturo, viniendo de ti, se agradece el cumplido. 
","N
"
980,"@dsaltaren Yoigo SIN DUDA. Llevo 1 año y más contento imposible 
","N
"
981,"#DiaInternacionalDelAmargado ¿Quién es el imbécil impresentable al que se le ha ocurrido este HT tan estúpido? 
","N
"
982,"@luismiherrero @fotocasa @sloydev El mismo! El módulo A es Schibsted, el B Accenture y el C Affinity 
","N
"
983,"@Noemidemiguel @diegofmejia Los de estos últimos 2 años son muy bonitos y no tyengo ninguno   Diego, podrías traerme algunos, ¿no?
","P
"
984,"@_AlexBiker me duele la pierna del puñetazo que me diste aye, en dos sitios, agresivo 
","N
"
985,"@Jbarea3 Tú y tu italiano?  el lunes te digo que me parece 
","P
"
986,"Me ha faltado este verano un libro estilo Perdida/Chica del tren, aunque estoy más que satisfecha con las alternativas leídas 
","N
"
987,"@AlcaudonReal1 @evaortiz597 @furio5681 @La_Aurora_Roja yo ya la seguía, sigo y seguiré... Muy buena compa!  Besets! 
","P
"
988,"@xDaizu es decir, que es por la tradición lo de decir esto, como muchas otras (arroz, etc), pero que no es tan big-a-deal 
","N
"
989,"@xavi_xeif @VacacionesEs ¡Buen viaje! Hasta la próxima aventura  Un abrazo
","P
"
990,"Es triste que esté mas emocionada por el remake del FF12 que por los juegos nuevos 
","N
"
991,"@FSanabriaLuis @miguel_prat @uby77 ya le pagan libre de impuestos !! JAjaa no te preocupes 
","N
"
992,"No puedo apoyar la planta del pie casi y tengo que irme a trabajar todo el dia enterito 
","N
"
993,"Y yo!! pero no soy famoso  Lugar muy recomendable y las de Colon tambien!! https://t.co/oJQWxmvJ7G
","P
"
994,"Hoy es un DÍA IMPORTANTE. ¡ La boda de @ortizdevillajos ! Gran profesional y amigo. Nos vamos de boda ! ⬆  Enhorabuena Joaquín ! 
","N
"
995,"Todos nos sentimos orgullosos de tener una New 3DS para poder jugar estas mierdas, no para poder tener una capturadora gratis, ¿verdad? 
","N
"
996,"@Loulogio_Pi Lo importante es que la serie pueda seguir. No importa si es otra partida mientras estéis los 2 y sea en el mismo punto 
","N
"
997,"La verdad es k tuve suerte de k me enviasen 2 mega beedrill en vez de uno  Ese vendedor es super majo
","N
"
998,"@SrFlores92 felices 24 caballero  un placer leerte!
","P
"
999,"alguien que me de algún plan guay pa el lunes? 
","N
"
1000,"@Armunho con tu descubrimiento ahora tengo un TL mucho más entretenido, muchas gracias jaja 
","P
"
1001,"- ¿Como sabes que eres bisexual si nunca has estado con una chica? Mimimi + Porque ayer me lo pase de lo lindo, pensando en tu hermana 
","N
"
1002,"Pues nada, la próxima vez que tenga que dar mi opinión sobre algo me lo meteré por el puto culo 
","N
"
1003,"@motroco muchísimas felicidades 🎊y que cuumplas muuchos maaas, que pases un día de 10  O lo que queda de día  🎁 🎂 🎈 🎉 💪🐻
","P
"
1004,"Muchas gracias,  sí, las cifras que doy soy generales y de los gastos básicos, luego suelen dispararse con todo lo demás @maryvelhid
","P
"
1005,"@JavieRubioF1 vais a emitir las dos últimas horas de las 6 horas de México en Eurosport? 
","N
"
1006,"A mí ya no me gustan mucho los Youtubers, antes me encantaban, pero ahora son como más aburridos. Merezco unas vacaciones sin ellos. 
","N
"
1007,"@hablaqueescucho No se me ocurre más que que estás guapísima, por eso no valgo para la seducción 
","N
"
1008,"Tengo que ir al Game a por los comics de panini de este mes (Doc.strange, Masacre y Pantera negra)  y NO tengo ganas de ir 
","N
"
1009,"@AyllonJose @CorchadoJesus @pabletermcf88 Jajaja!! Ahora tengo en mente grabar uno con 20 rancheras... No es coña! 
","NONE
"
1010,"Yo quiero hacer el cyr de pelis peero no lo encuentro 
","N
"
1011,"@santanderale @Torcelly Gracias Alejandro. Seguimos mejorando poco a poco. Este mes será fuerte en novedades 
","P
"
1012,"Tengo mucha ilusión puesta en la novela que estoy escribiendo... espero que os guste. Es algo diferente porque me apetece cambiar un poco 
","N
"
1013,"no soy de kpop pero conozco mucha gente que si y hay que hacer feliz a todo el mundo y fomentar otras culturas  #SpainDeservesKCON
","P
"
1014,"Cuando ves a alguien que te lo ha hecho pasar tan mal, pero no sientes nada. Eso es lo mejor que te puede pasar 
","P
"
1015,"@rasenkai7 tiene que dar un gustazo dibujarte tus propios posters.. te envio Amanda 
","N
"
1016,"@juanmatilla54 @Albert_Rivera Alrededor???muchas gracias por compartir este cambio de impresiones que enriquecen por lo menos a mi  
","P
"
1017,"@FichillasTV @FNC_inu Tranquilo, que estará durmiendo plácidamente si lo hace 
","P
"
1018,"@PePe_ROSES @BelenzuelaCB Un invento para cortarle el rabo a los violadores   a mi me parece bien nun se vosotros chico
","N
"
1019,"Cuando tus colegas se ponen a alabar a los musicos de Estopa y PASAN DE TI que eres la estopera. Tener amigos pa esto 
","N
"
1020,"@Saporem_  Me ha encantado el risotto de setas y el queso de cabra al horno con miel 😉. Enhorabuena. 
","N
"
1021,"pero si suenan a desmadre total me pongo muy nervioso porque no sé qué puede llegar a pasar 
","N
"
1022,"Hoy me he tenido que lavar el pelo en un cubo de agua porque no se que le ha pasado a la caldera pero no salía agua caliente 
","N
"
1023,"@ToshiHoujo porsupu que me da igual si no uso la consola xdd pero ya pollas, porque la versión que tengo no se puede piratear ahora mismo 
","N
"
1024,"@jjsaenzde Y que tranquilidad da que solo hayan memes cómicos relacionados con el terremoto 
","N
"
1025,"Buenas! Hoy a las 17h dije ayer que había directo pero se pasa a las 21h por el directo de la LCE en el que estaré  Subiré un recordatorio
","NONE
"
1026,"Tengo un dilema, quiero cortarme mucho el pelo, pero también quiero dejarmelo largo, ayuda 
","N
"
1027,"Enamorada de Second to Last Love... Veré probablemente la japonesa luego. 
","N
"
1028,"@Ciudadano014 feliz tarde y Bon Appetit! Va bien, esta tarde me voy con mis papis a que me den mimitos 
","P
"
1029,"@oresamawadoru muy pocas veces me levanto de buen humor 
","P
"
1030,"@nitsuga0912j @objetivoingles pues... lo que esté en ivoox sólo. No vamos a hacer más, de momento. Sorry! No depende de mí. 
","NEU
"
1031,"@yolanda_anr1 @ElMundoEspana bueno, ella ya defendio lo de la dimision en diferido de Barcenas. Esta para comerse los marrones del jefe 
","N
"
1032,"@mpalacioses @TrofeoJose_Cano @inigoarruti @carlos140268 lo mismo! Y el año que viene, Nocturna de Canillejas 
","N
"
1033,"@mpalacioses @TrofeoJose_Cano @inigoarruti @carlos140268 ohhh lo mismo! También con concierto, lo que no se, si será el mismo 
","N
"
1034,"@carollm333 @RamonEspinar responsabilidad a los que han de responder, me da igual partido, color... Mi calle da asco es lo único que se 
","N
"
1035,"@nachog por cierto por si no conoces para el ordenador @rescuetime 
","P
"
1036,"@jmdelalamo Sí, lo que imaginaba. Todos los días se aprende algo nuevo, gracias 
","NONE
"
1037,"Cuando mi tio me avisa para montar en moto pero hoy no puedo  Voto por XRIZ - MI CORAZÓN #N1CanalFiesta36
","N
"
1038,"@vodafone_es Ya no. Pero qué pena haber encontrado a alguien dispuesto a ayudar, tan tarde. 
","N
"
1039,"@_Miss_Donovan mercado a,  erosky y demás tienen compra online 
","N
"
1040,"@Eccehumus jajaja..es agua!!..eso sí.. con gas..el agua a palo seco es súperdecadente. Bon dia 
","N
"
1041,"En cuanto se vaya fabi no pienso salir de mi casa en por lo menos tres días 
","N
"
1042,"Tarzan en disney channel, por si queréis escapar de la morralla típica de un sábado por la tarde 
","P
"
1043,"@PutoCobo yo solo quiero hacerte trencitas 
","NEU
"
1044,"@lamolonaa siii ya la he escuchado y me gusta un montón pero por tu culpa ya no puedo tomármela en serio y la veo siempre con un paraguas 
","N
"
1045,"ayer fue un día trambolico pero no me puse ciega y lloro  me puse ciega pero to poco tiempo
","N
"
1046,"@regiguren en donde vivo no hay alternativas válidas aún… No creas q no lo miré  @VodafoneEmpresa  @movistarpro_es
","N
"
1047,"@CroftArpia es que son super perfectas para la otra DIOS NECESITO QUE ALGUN DIA SE CONFIRME 
","P
"
1048,"@Chavab79 @noticiasDcuenca @CEFAPIT @cuenca5sentidos Limbo administrativo que dura ya casi 9 años... 
","N
"
1049,"@l30n4_ @Txemacg creo que estas equivocado Txema pero ya lo hablaremos.  
","N
"
1050,"@LadySusurro que mala baba se gasta tu vecina 
","N
"
1051,"He encontrado mi nuevo main   https://t.co/Nk3SHuL65W  La perdida es porque tenia un troll 
","N
"
1052,"@Kbits90 Junto montas el unico dia que me llaman para tomar algo 
","N
"
1053,"@Ashelot142 te tienes que hacer amiga de peluqueros que no estén locos y fuera, tienes don de gentes coñe 
","P
"
1054,"tío nadie que me siga es del fandom de twenty one pilots? que ha todos les gustan pero no son del fandom y 
","NEU
"
1055,"@juliomayol olvidan a las víctimas, olvidan que solo había dos lados...los que mataban y los que morían  error olvidar el pasado
","N
"
1056,"me sienta mal ser borde con yoosung porque le veo super vulnerable jajsjs  pero esq no quiero q me toque su ruta again
","N
"
1057,"Hoy ha vuelto @SergioCanales. Grandísima noticia  Suerte Sergio, esta va a ser la buena!
","N
"
1058,"@elisadelanuez sí, en efecto, es lo que tiene tener las cosas tan claras sin haberse detenido a pensarlas 5 minutos 
","N
"
1059,"@130Maite buenas noches  Maite. A mí me importa más una persona como tú que ninguna elite elevada 
","NONE
"
1060,"Citizen erased me recuerda a @Srkunky vaya forma de joder una canción tan buena 
","P
"
1061,"@servivuelo Cierto, es un auténtico paraíso para los senderistas y muy desconocido para muchos  #descubrelaSelvaNegra
","P
"
1062,"Echo tantísimo de menos mi vida en Irlanda 
","N
"
1063,"Este año ha sido el que mejor me he llevado con mi hermano sin duda y se va en nada y voy a llorar y no quiero ser hija única y 
","P
"
1064,"@CatalinaAlemany además de verdad verdadera  Catalina! @monicafiguerola
","N
"
1065,"@AcunoEstrellas gracias por el me gusta AcunoEstrellas, te deseo un genial finde 
","P
"
1066,"@Megbmalena #feliz sábado..gracias Malena por el RT. Saludos, un inmenso abrazo 
","P
"
1067,"@NetoEmprendedor porque para mí es bueno que el usuario salga de mi blog a las páginas de venta de hosting.  Es malo, pero a priori 
","N
"
1068,"¿Por qué la gente dice que un país, por ejemplo, México es violento? Digo yo, ¿en qué país no hay violencia? Fíjense en Francia. 
","N
"
